,Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_amount_spent,Total_accept_campaign,Year,children,Status_Divorced,Status_Married,Status_Single,Status_Together
2221,2,44802.0,71,2,9,4,12,8,0,0,50,196,0,2012,0,0,0,1,0
1980,1,58116.0,38,2,3,3,8,2,0,0,64,215,0,2014,1,0,1,0,0
1156,1,80685.0,55,1,6,4,10,2,0,0,26,763,0,2012,0,0,0,0,1
1784,1,37697.0,82,1,2,1,3,6,0,0,44,50,0,2014,1,0,0,1,0
1732,1,37292.0,32,5,6,3,5,8,0,0,37,185,0,2013,1,0,0,0,1
1973,1,94642.0,35,0,5,7,9,1,0,0,69,1332,2,2014,0,0,1,0,0
934,3,56067.0,51,2,7,4,7,5,0,0,58,208,0,2013,1,0,0,0,1
1209,1,61559.0,8,1,4,2,10,3,0,0,55,251,0,2013,1,0,0,1,0
1065,1,59925.0,83,3,9,2,9,6,0,0,65,293,0,2012,1,0,0,0,1
108,1,38557.0,17,2,3,1,3,7,0,0,42,69,0,2012,1,0,0,1,0
1873,3,50616.0,56,2,4,0,4,7,0,0,52,21,0,2014,1,1,0,0,0
568,2,38593.0,42,3,4,1,3,8,0,0,42,126,0,2013,1,0,0,1,0
1167,0,23724.0,65,2,2,0,3,8,0,0,41,70,0,2013,1,0,0,0,1
1174,1,43140.0,68,1,4,1,5,6,0,0,63,101,0,2013,1,0,1,0,0
1588,2,17144.0,96,5,3,0,4,7,0,0,60,29,0,2014,2,0,0,0,1
1507,1,51766.0,74,2,4,2,4,5,0,0,40,215,0,2014,1,0,0,1,0
1492,2,53253.0,61,7,4,3,5,5,0,0,45,220,0,2013,2,0,0,0,1
890,1,78331.0,97,2,10,6,7,4,0,0,62,882,0,2014,1,1,0,0,0
947,2,46106.0,84,1,1,1,2,6,0,0,44,24,0,2014,2,0,0,0,1
1048,1,70596.0,68,1,3,5,12,2,0,0,35,621,0,2012,0,0,0,1,0
1706,1,35196.0,68,6,6,1,5,8,0,0,36,422,0,2012,1,0,0,0,1
1660,3,77766.0,97,2,11,10,11,6,0,1,53,525,1,2013,1,0,1,0,0
1755,2,21955.0,81,2,2,1,3,6,0,0,34,50,0,2013,1,0,1,0,0
884,2,51390.0,54,6,5,2,5,5,0,0,55,148,0,2012,2,1,0,0,0
2030,1,61416.0,25,1,10,3,10,6,0,0,38,817,1,2013,0,0,0,0,1
2188,1,50501.0,10,7,5,4,4,6,0,1,66,203,1,2013,2,0,1,0,0
2146,2,41713.0,57,5,3,1,4,6,0,0,56,97,0,2014,2,1,0,0,0
850,1,55357.0,66,3,6,2,11,5,0,0,35,353,0,2013,2,0,1,0,0
1587,3,48432.0,3,5,7,1,6,8,0,1,47,102,0,2012,1,0,0,1,0
1407,1,57537.0,83,4,4,3,8,4,0,0,41,354,0,2013,1,0,0,1,0
734,2,34941.0,26,2,3,0,3,8,0,0,64,58,0,2013,2,0,0,0,1
717,1,7500.0,19,5,4,1,2,9,0,1,44,64,1,2012,1,0,1,0,0
454,1,50300.0,52,2,2,1,8,2,0,0,68,127,0,2014,1,0,1,0,0
264,3,38097.0,70,4,3,2,2,7,0,1,50,107,1,2012,2,0,1,0,0
75,1,40246.0,68,1,1,0,2,6,0,0,43,11,0,2012,1,1,0,0,0
2014,2,77027.0,23,2,8,3,6,4,0,0,68,355,0,2014,1,0,1,0,0
444,1,24027.0,7,2,2,0,3,8,0,0,44,34,0,2013,1,0,1,0,0
395,2,14515.0,71,4,2,2,3,7,0,1,40,90,0,2012,1,0,0,0,1
1741,3,63342.0,48,3,8,3,5,6,0,1,59,183,1,2012,1,0,0,0,1
176,3,38853.0,90,2,2,0,3,7,0,0,50,16,0,2014,2,0,1,0,0
1042,1,44529.0,98,6,6,2,11,5,0,0,54,153,1,2013,1,0,1,0,0
2082,0,22390.0,49,1,1,0,2,7,0,0,51,26,0,2013,0,0,0,0,1
1712,3,92491.0,71,1,7,5,12,3,0,1,37,1055,3,2013,0,0,1,0,0
1876,1,52413.0,67,2,7,1,7,7,0,0,36,265,0,2012,1,0,0,1,0
1670,1,33228.0,28,1,2,0,3,7,0,0,40,49,0,2014,1,0,1,0,0
595,1,31089.0,57,3,3,0,4,8,0,0,39,48,0,2012,1,0,0,0,1
61,1,66653.0,18,4,4,2,12,3,0,0,45,160,0,2012,2,0,0,0,1
1296,1,71626.0,94,1,5,5,8,3,0,0,41,759,1,2012,0,0,1,0,0
872,2,17117.0,96,4,3,1,3,9,0,0,42,116,0,2013,1,0,0,0,1
1809,1,50387.0,91,3,6,2,8,5,0,0,64,156,0,2013,2,0,1,0,0
216,2,44551.0,24,2,4,1,5,7,0,0,66,103,0,2013,1,1,0,0,0
278,1,51369.0,84,2,8,2,4,8,0,0,44,279,0,2012,1,0,0,0,1
1548,2,47175.0,81,7,4,2,4,8,0,1,58,73,1,2012,2,0,0,0,1
1392,1,60544.0,92,4,5,1,5,6,0,0,59,88,0,2012,2,0,1,0,0
36,3,67353.0,37,5,5,6,12,2,0,0,50,211,0,2013,1,0,1,0,0
1839,3,57705.0,14,3,8,1,6,6,0,0,54,103,0,2014,1,0,1,0,0
662,3,29187.0,43,1,1,0,3,8,0,0,52,8,0,2013,1,0,1,0,0
2125,1,58692.0,21,1,8,2,4,7,0,0,55,94,0,2014,1,0,1,0,0
1753,1,59481.0,47,2,3,3,8,2,0,0,45,283,0,2013,1,0,0,0,1
977,1,80763.0,17,1,5,11,6,3,0,1,70,741,2,2013,0,0,1,0,0
1571,2,60482.0,81,1,7,2,7,7,0,0,44,252,0,2013,1,0,0,1,0
1908,3,36038.0,82,2,3,0,3,6,0,0,39,24,0,2013,1,0,0,1,0
738,1,83844.0,57,1,4,4,11,1,0,0,68,673,1,2013,0,0,0,0,1
191,1,38872.0,93,2,3,0,3,8,0,0,32,68,0,2013,1,0,1,0,0
919,1,77583.0,93,1,4,5,9,2,0,0,42,777,1,2014,0,0,1,0,0
456,1,60597.0,2,4,2,2,8,7,0,1,56,371,1,2014,1,0,1,0,0
1417,1,28164.0,23,3,2,0,4,7,0,0,50,75,0,2013,1,0,1,0,0
675,1,68743.0,81,1,11,5,13,7,0,0,53,942,0,2012,0,1,0,0,0
760,1,67430.0,6,1,11,5,12,6,0,0,33,769,0,2012,0,0,0,0,1
2126,1,40590.0,30,5,3,4,3,6,0,0,51,104,1,2013,2,1,0,0,0
2003,1,96876.0,79,1,7,7,9,2,0,1,43,1033,3,2013,0,0,0,0,1
728,1,72025.0,46,1,4,8,13,2,0,1,71,710,3,2014,0,0,1,0,0
2091,2,53204.0,40,1,1,0,3,4,0,0,44,16,0,2014,2,0,1,0,0
1399,2,67087.0,40,2,7,5,8,4,0,0,67,465,0,2013,1,0,1,0,0
412,2,19789.0,24,3,2,1,3,5,0,0,45,76,1,2013,1,0,0,0,1
1098,3,76045.0,78,1,4,5,11,2,0,0,60,563,1,2013,0,0,0,1,0
1516,1,3502.0,56,0,0,0,0,14,0,0,47,3,0,2013,1,0,0,1,0
1649,2,50334.0,24,6,7,4,6,6,0,0,48,410,0,2013,1,0,0,0,1
1524,3,69283.0,41,4,7,3,13,5,0,0,45,230,0,2014,1,0,1,0,0
825,3,56575.0,42,3,7,3,7,5,0,0,53,121,0,2013,2,0,0,0,1
2141,1,69209.0,4,2,5,3,6,4,0,0,48,1286,1,2012,0,0,1,0,0
616,1,31632.0,92,1,2,1,2,7,0,0,49,78,0,2013,0,0,0,1,0
114,3,43974.0,19,5,6,4,6,7,0,0,40,173,0,2012,1,0,1,0,0
417,1,30096.0,30,1,2,0,3,6,0,0,37,40,0,2014,1,0,1,0,0
2182,1,27469.0,2,1,0,0,3,6,0,0,73,8,0,2012,0,0,1,0,0
1625,1,22775.0,40,1,1,0,2,8,0,0,42,10,0,2013,1,0,0,0,1
969,2,82576.0,66,1,2,4,12,1,0,0,61,704,1,2012,0,0,0,0,1
604,0,30801.0,23,2,1,0,3,7,0,0,45,37,0,2012,1,0,1,0,0
2186,1,43322.0,25,1,3,0,4,7,0,0,46,85,0,2014,0,0,0,1,0
89,1,54178.0,79,1,2,2,5,2,0,0,53,59,0,2014,1,0,0,0,1
848,1,60474.0,25,7,10,2,12,7,0,0,41,915,0,2013,1,0,0,1,0
1845,3,82733.0,28,1,8,4,7,4,0,1,36,611,0,2013,0,0,0,1,0
2185,2,8820.0,52,4,3,0,3,8,0,0,68,23,0,2013,2,0,0,1,0
753,2,35523.0,8,2,3,0,3,7,0,0,39,55,0,2013,1,0,1,0,0
498,0,24279.0,6,1,4,1,3,8,0,0,30,247,0,2012,0,0,1,0,0
1276,2,39767.0,18,2,7,1,7,8,0,0,69,372,0,2013,0,0,0,0,1
1325,1,90842.0,57,1,4,9,13,1,0,0,72,650,0,2013,0,0,0,1,0
1630,1,44078.0,17,2,2,0,3,5,0,0,51,17,0,2014,2,0,1,0,0
11,0,7500.0,59,1,2,0,3,8,0,0,44,55,0,2012,0,0,1,0,0
396,2,31395.0,80,4,2,1,3,6,0,0,64,41,0,2013,2,1,0,0,0
284,2,50898.0,88,13,6,2,12,5,0,0,64,574,0,2013,2,0,0,0,1
2178,2,65487.0,48,3,3,5,6,2,0,0,63,929,0,2014,0,0,0,0,1
1066,1,39722.0,92,2,2,0,3,5,0,0,67,15,0,2014,1,0,1,0,0
1191,3,78075.0,72,1,3,5,5,1,0,0,48,416,0,2014,0,0,1,0,0
1440,3,70038.0,54,1,4,4,8,2,0,0,38,657,0,2013,0,0,0,0,1
1600,2,60432.0,61,5,7,2,5,6,0,0,47,36,0,2014,1,0,1,0,0
2084,1,79244.0,58,1,4,10,7,1,0,1,27,745,2,2012,0,0,0,0,1
2083,1,71322.0,31,1,4,1,7,2,0,0,44,229,0,2014,1,0,0,0,1
1450,1,93790.0,16,0,6,7,12,2,0,1,50,1047,3,2014,0,0,0,1,0
690,3,26518.0,33,3,2,0,3,8,0,1,71,37,0,2013,2,0,0,1,0
1978,1,51373.0,37,1,3,5,3,4,0,0,29,310,0,2013,0,0,1,0,0
1568,1,45203.0,4,1,3,1,3,6,0,1,38,112,0,2014,2,0,0,0,1
2164,1,65210.0,25,2,9,3,8,6,0,0,65,105,2,2014,1,0,1,0,0
2152,1,47320.0,10,6,5,1,8,6,0,0,63,214,0,2013,1,0,0,0,1
689,1,34824.0,65,1,1,0,2,6,0,0,25,19,0,2014,0,0,0,1,0
1687,2,42033.0,95,1,1,0,2,7,0,0,49,14,0,2012,2,0,0,0,1
851,1,37758.0,49,2,1,0,3,8,0,0,54,13,0,2012,2,0,0,0,1
1498,2,57136.0,48,9,5,2,10,6,0,0,48,336,0,2013,2,0,1,0,0
159,1,80317.0,64,1,3,4,10,1,0,0,65,695,0,2013,0,0,0,1,0
895,1,66825.0,73,1,4,5,6,2,0,0,53,615,0,2013,0,0,0,0,1
1912,2,70932.0,57,2,6,2,12,3,0,0,48,709,0,2014,1,0,1,0,0
257,1,15287.0,60,2,1,1,2,7,0,1,41,30,1,2012,1,1,0,0,0
335,1,83003.0,18,1,7,6,8,3,0,1,55,818,1,2013,0,0,0,0,1
2166,2,81380.0,51,1,4,2,10,2,0,0,53,1152,0,2012,0,1,0,0,0
1039,2,33585.0,91,1,2,0,4,4,0,0,54,92,0,2013,1,0,1,0,0
515,2,80184.0,19,1,6,3,10,3,0,0,76,867,2,2014,0,0,1,0,0
1348,1,38136.0,69,2,3,1,2,8,0,0,42,95,1,2013,1,0,1,0,0
1015,3,64504.0,81,7,11,3,4,7,0,1,67,328,0,2013,3,0,0,0,1
768,1,41452.0,86,1,1,0,2,7,0,0,67,3,0,2013,2,0,0,0,1
2090,1,76068.0,67,1,2,3,4,6,0,0,45,261,2,2012,1,0,1,0,0
441,1,23295.0,72,1,1,0,2,8,0,0,61,20,0,2013,0,1,0,0,0
1800,3,63159.0,74,1,3,5,8,3,0,0,46,832,1,2012,0,0,0,1,0
761,2,46891.0,91,1,2,1,4,4,0,0,55,140,0,2013,1,0,1,0,0
1246,1,74716.0,92,2,7,3,5,4,0,0,48,727,0,2013,1,0,1,0,0
1203,1,42213.0,96,2,5,1,7,7,0,0,63,54,1,2013,1,0,0,0,1
1781,1,34026.0,11,3,2,1,3,5,0,0,70,58,0,2013,2,0,0,0,1
1123,2,67381.0,67,4,2,2,9,7,0,0,69,142,1,2013,1,0,1,0,0
521,1,32880.0,76,1,1,0,3,8,0,0,34,34,0,2012,1,0,1,0,0
22,3,58607.0,63,3,2,3,9,8,0,0,71,105,1,2012,1,0,1,0,0
356,1,78618.0,87,1,4,7,10,2,0,0,63,1417,1,2012,0,0,1,0,0
1277,0,26997.0,89,2,4,2,5,7,0,0,69,427,0,2012,0,0,1,0,0
1312,2,81843.0,13,1,5,9,12,3,0,0,60,864,0,2013,0,0,1,0,0
1635,0,24594.0,94,1,1,0,3,5,0,0,41,28,0,2013,1,0,0,0,1
2046,1,23478.0,51,1,3,0,3,8,0,0,55,101,0,2013,0,0,0,1,0
340,0,27190.0,13,1,1,0,2,8,0,1,47,17,1,2013,1,0,0,0,1
431,2,50943.0,49,1,1,0,3,5,0,0,64,15,0,2013,1,0,0,0,1
473,2,55842.0,19,1,7,1,8,5,0,0,43,67,0,2014,1,0,1,0,0
217,1,69508.0,48,2,11,4,11,6,0,0,40,311,0,2012,1,0,0,0,1
911,2,42607.0,30,2,3,2,7,3,0,0,66,194,0,2013,1,0,0,1,0
1227,3,37395.0,47,1,1,0,3,6,0,0,44,21,0,2014,1,0,0,0,1
1936,1,70792.0,82,2,3,4,10,3,0,0,69,928,0,2013,0,1,0,0,0
1011,1,32300.0,1,1,1,0,3,8,0,0,47,26,0,2013,1,0,1,0,0
957,1,50183.0,47,7,3,1,6,5,0,0,40,134,0,2014,2,0,1,0,0
93,2,42394.0,69,1,1,0,3,7,0,0,48,17,0,2014,1,0,0,1,0
1008,2,59412.0,56,1,4,2,8,3,0,0,69,316,0,2014,0,0,1,0,0
1070,2,26907.0,10,2,1,0,3,7,0,0,44,13,0,2013,2,0,0,0,1
1092,1,56775.0,62,2,5,8,10,5,0,0,41,323,0,2013,1,0,1,0,0
1924,2,29543.0,47,2,3,1,2,7,0,0,52,46,0,2014,2,0,1,0,0
1308,1,47009.0,89,4,3,2,8,4,0,0,55,277,0,2013,1,0,0,0,1
696,2,90247.0,27,1,3,4,7,1,0,1,32,437,3,2014,0,0,0,1,0
1109,3,33569.0,10,1,1,1,2,8,0,1,37,47,1,2013,1,0,1,0,0
996,1,22434.0,25,2,2,0,3,8,0,0,33,54,0,2013,1,0,0,0,1
1458,1,50725.0,45,4,8,1,8,8,0,0,67,143,0,2013,1,0,1,0,0
1679,1,58350.0,5,4,8,3,12,6,0,0,49,508,0,2013,1,0,0,1,0
153,1,34176.0,12,4,3,0,4,6,0,0,32,84,0,2014,1,0,0,1,0
1099,3,50870.0,13,1,2,0,3,5,0,0,68,10,0,2014,1,0,1,0,0
246,2,65176.0,57,4,9,6,6,6,0,0,51,571,0,2012,1,0,0,0,1
2228,3,52869.0,40,3,3,1,4,7,0,1,66,88,0,2012,2,0,1,0,0
789,3,70421.0,98,3,10,3,7,6,0,0,66,288,0,2014,1,0,1,0,0
580,1,39453.0,64,2,2,0,3,6,0,0,37,9,0,2014,1,0,0,0,1
1470,2,41020.0,68,1,3,2,4,3,0,0,33,105,0,2013,0,0,0,1,0
703,1,25252.0,26,1,1,0,2,8,0,0,34,17,0,2013,1,0,1,0,0
1212,1,34377.0,55,2,2,2,2,7,0,0,57,52,0,2013,1,0,0,1,0
1295,1,44267.0,48,5,5,2,4,9,0,0,50,127,0,2013,2,1,0,0,0
2023,1,17649.0,70,3,3,0,3,8,0,0,44,30,0,2013,1,0,1,0,0
1260,1,19656.0,94,3,2,1,3,7,0,0,50,59,0,2013,1,0,0,0,1
487,1,46310.0,99,2,6,1,5,8,0,0,44,124,0,2012,1,1,0,0,0
1624,3,52854.0,43,2,2,1,4,5,0,0,61,11,0,2014,2,0,1,0,0
559,2,62466.0,13,5,6,3,12,4,0,0,50,760,0,2014,1,0,1,0,0
1141,3,57744.0,91,2,9,1,4,8,0,0,66,61,0,2013,1,0,1,0,0
2076,1,56796.0,24,3,8,9,7,7,0,0,51,345,0,2013,1,0,1,0,0
1119,1,86358.0,78,4,5,3,6,8,0,0,54,765,0,2012,2,0,0,1,0
801,1,59666.0,87,7,3,2,8,8,0,0,48,404,1,2013,2,0,1,0,0
1774,1,71232.0,91,2,11,2,10,7,0,0,61,264,0,2013,1,0,0,0,1
512,1,36443.0,9,4,3,1,3,8,0,0,59,73,0,2013,2,0,1,0,0
633,2,63120.0,53,5,8,4,9,7,0,1,70,512,0,2012,1,1,0,0,0
1795,1,44689.0,82,2,1,1,2,7,0,0,69,16,1,2014,2,0,1,0,0
1664,2,72635.0,54,1,6,8,6,3,0,0,65,591,1,2013,0,0,1,0,0
1012,1,20180.0,27,1,2,1,4,7,0,0,44,119,0,2013,0,0,0,1,0
1877,3,44155.0,24,1,1,1,2,4,0,0,63,24,0,2014,2,0,1,0,0
1150,1,56715.0,52,1,7,3,4,4,0,0,46,762,0,2012,0,0,0,0,1
790,2,60161.0,17,3,11,4,8,8,0,0,55,487,0,2012,1,1,0,0,0
116,1,90765.0,25,0,4,6,5,1,0,0,50,1177,2,2014,0,0,1,0,0
1497,2,63206.0,65,1,4,3,6,2,0,0,46,178,1,2014,0,0,1,0,0
740,1,71163.0,30,1,3,8,12,1,0,0,25,677,0,2014,0,0,0,1,0
2055,1,67445.0,63,5,9,6,12,6,0,0,46,417,0,2012,1,0,1,0,0
1081,1,43776.0,77,1,1,0,2,6,0,0,37,15,0,2014,1,0,0,0,1
1627,3,59821.0,11,6,11,2,7,8,0,0,65,105,0,2013,1,0,1,0,0
830,1,81702.0,98,1,7,7,12,3,0,0,40,1070,0,2012,0,1,0,0,0
119,1,21918.0,37,2,2,0,3,6,0,0,51,32,0,2013,1,0,0,0,1
656,1,58330.0,87,1,6,4,13,4,0,0,45,619,0,2013,1,1,0,0,0
2012,2,43815.0,53,1,2,0,3,6,0,0,38,65,0,2013,1,0,1,0,0
1953,1,44359.0,19,3,2,0,4,3,0,0,42,25,0,2014,2,0,1,0,0
2181,1,40851.0,63,1,1,1,2,7,0,0,49,36,0,2013,2,1,0,0,0
635,1,63381.0,78,4,4,5,13,2,0,0,60,434,0,2012,1,0,0,0,1
369,1,63810.0,45,4,4,3,12,8,0,0,54,394,1,2012,1,0,0,1,0
268,2,31788.0,15,3,3,0,4,5,1,0,37,44,0,2014,1,0,0,1,0
655,1,19986.0,74,1,0,0,3,7,0,0,35,19,0,2013,1,0,1,0,0
935,1,82025.0,76,1,3,2,6,1,0,1,37,920,1,2013,0,1,0,0,0
822,1,16529.0,23,1,1,0,3,6,0,0,36,19,0,2014,1,0,0,0,1
866,2,42395.0,35,4,3,1,4,7,0,0,39,134,0,2014,2,0,0,1,0
46,2,7500.0,24,3,3,1,3,9,0,1,24,119,0,2012,0,0,1,0,0
1373,2,54342.0,74,4,3,1,4,6,0,0,64,93,0,2013,2,0,0,0,1
883,1,31814.0,73,2,2,0,3,9,0,0,47,48,1,2013,1,0,1,0,0
991,1,52845.0,7,3,8,8,6,6,0,0,47,552,1,2013,1,0,1,0,0
876,2,51111.0,83,2,2,0,3,6,0,0,39,33,0,2014,2,0,1,0,0
773,3,71466.0,86,1,4,4,10,1,0,0,46,818,0,2014,0,0,0,1,0
1219,3,61284.0,76,1,11,2,8,6,0,0,65,193,1,2013,0,0,0,1,0
1126,1,85606.0,89,2,6,7,9,3,0,0,44,1239,1,2012,1,0,0,0,1
4,3,58293.0,94,5,5,3,6,5,0,0,39,249,0,2014,1,0,1,0,0
2113,1,43586.0,26,3,3,0,4,8,0,0,40,33,0,2012,1,0,1,0,0
1003,1,77568.0,30,1,10,2,8,5,0,0,41,964,3,2012,1,0,0,0,1
2026,1,60905.0,27,2,3,3,7,2,0,0,70,184,0,2013,1,0,0,0,1
2074,1,68487.0,48,1,9,7,13,4,0,0,32,608,0,2013,0,0,1,0,0
263,1,80124.0,47,1,3,7,8,1,0,0,57,1012,1,2014,0,0,1,0,0
1958,1,77226.0,29,2,6,8,12,3,0,0,57,507,0,2014,1,0,0,0,1
612,2,35791.0,94,2,1,0,3,8,0,0,55,8,0,2013,3,0,0,1,0
443,1,81246.0,87,1,4,5,7,1,0,0,56,981,2,2013,0,0,0,1,0
1002,3,36736.0,52,1,1,0,2,6,0,0,57,7,0,2013,2,0,0,1,0
1077,2,75345.0,16,1,5,8,6,3,0,1,50,1169,1,2013,0,0,0,1,0
2203,2,80617.0,42,1,4,6,8,2,0,0,25,841,0,2012,0,0,0,1,0
837,2,82504.0,2,1,3,6,7,1,0,0,60,704,0,2013,0,0,1,0,0
681,3,77845.0,40,1,3,5,12,1,0,0,31,586,2,2014,0,0,0,0,1
1715,3,38513.0,20,5,6,1,5,8,0,1,38,152,0,2014,1,0,0,1,0
304,1,77457.0,85,1,2,5,10,1,0,0,73,482,1,2014,0,0,0,1,0
1365,3,50611.0,98,6,4,5,7,6,0,0,60,34,1,2012,1,1,0,0,0
1892,1,22148.0,16,1,1,0,3,7,0,0,37,34,0,2014,0,0,0,1,0
313,1,40321.0,59,2,3,0,3,7,0,0,48,58,0,2013,2,0,1,0,0
149,2,49605.0,65,1,2,1,4,3,0,0,54,85,0,2014,0,0,1,0,0
1148,3,23091.0,98,4,2,1,3,7,0,0,57,13,0,2014,2,0,0,1,0
1213,0,8940.0,25,3,3,1,3,8,0,0,34,100,0,2012,1,0,0,1,0
574,3,47472.0,39,2,2,0,4,5,0,0,54,19,0,2013,2,0,0,0,1
1721,3,46910.0,36,2,2,0,3,6,0,0,56,20,0,2014,2,0,0,0,1
1688,3,86580.0,72,0,4,2,5,1,0,0,37,214,1,2013,0,0,1,0,0
50,1,65486.0,29,1,4,2,10,2,0,0,63,262,0,2014,1,1,0,0,0
1886,1,49160.0,29,2,3,1,6,6,0,0,71,114,0,2013,1,1,0,0,0
726,3,45072.0,74,5,6,1,4,8,0,0,72,140,0,2013,3,1,0,0,0
1823,3,54693.0,72,8,6,4,13,6,0,0,58,243,0,2013,1,0,1,0,0
833,1,34026.0,11,3,2,1,3,5,0,0,70,58,0,2013,2,0,0,0,1
1377,1,92344.0,9,0,5,10,5,1,0,0,72,907,2,2014,0,0,1,0,0
1115,2,52034.0,67,5,4,2,5,7,0,0,47,186,0,2013,2,1,0,0,0
1166,2,66726.0,61,3,8,2,4,7,0,0,63,89,1,2014,2,0,1,0,0
470,1,20518.0,58,1,1,1,2,5,0,0,32,21,0,2014,1,0,0,1,0
971,1,35704.0,54,3,2,0,4,4,0,0,68,64,0,2014,2,0,1,0,0
653,3,46734.0,86,4,3,2,3,6,0,0,54,123,1,2013,3,0,0,1,0
399,1,30507.0,29,1,5,1,4,7,0,0,60,278,0,2013,0,0,0,0,1
511,2,81169.0,47,1,5,7,9,2,0,0,45,801,0,2013,0,0,0,1,0
1947,1,29478.0,59,1,1,0,3,6,0,0,44,12,0,2014,1,0,0,0,1
320,3,64325.0,41,5,10,3,5,7,0,0,59,576,0,2013,1,1,0,0,0
19,2,33812.0,86,2,2,1,3,6,0,0,35,129,0,2012,1,0,0,1,0
684,1,61209.0,73,1,5,3,4,2,0,0,50,491,0,2013,0,0,0,1,0
35,2,49389.0,55,1,2,0,3,7,0,0,69,25,0,2013,2,0,0,1,0
1848,2,21024.0,89,1,2,0,4,7,0,0,44,48,0,2013,0,0,0,0,1
902,3,45921.0,23,1,2,1,6,4,0,0,34,97,0,2014,0,0,1,0,0
2108,3,69805.0,50,2,6,8,11,2,0,0,68,288,0,2014,1,0,0,0,1
827,1,35441.0,94,2,1,0,3,8,0,0,53,14,0,2013,2,0,1,0,0
524,1,61839.0,20,1,4,8,4,8,0,0,56,895,0,2012,0,0,0,1,0
407,1,53858.0,50,4,4,3,6,4,0,0,44,508,0,2012,1,0,1,0,0
920,2,74116.0,53,1,4,4,10,2,0,0,38,1181,1,2013,0,0,0,1,0
1841,2,83257.0,56,1,5,10,12,6,1,1,25,829,2,2012,0,0,0,1,0
537,1,43638.0,37,2,4,1,4,7,0,0,51,138,0,2012,1,1,0,0,0
758,1,48726.0,90,3,3,2,4,6,0,0,65,104,0,2013,1,0,1,0,0
1705,0,18746.0,41,2,3,0,3,6,0,0,28,62,0,2014,1,0,0,1,0
2180,2,89616.0,36,1,7,5,12,2,0,1,37,973,0,2013,0,0,0,1,0
1062,1,67023.0,93,1,3,7,13,2,1,0,42,462,0,2014,0,0,1,0,0
1199,3,84618.0,96,1,6,9,10,2,0,0,55,988,1,2013,0,0,1,0,0
245,3,67546.0,90,1,4,10,5,3,0,0,32,1262,0,2012,0,0,1,0,0
1834,2,68148.0,86,1,4,4,6,2,0,0,63,653,0,2013,0,0,0,0,1
1416,1,18690.0,77,1,1,1,2,8,0,0,61,54,0,2012,0,0,1,0,0
1127,1,72903.0,74,1,7,5,8,4,0,1,35,946,3,2013,0,0,0,1,0
784,3,82017.0,58,1,5,4,7,2,0,1,63,545,3,2012,0,0,1,0,0
1409,1,51315.0,45,1,2,2,5,2,0,0,72,154,0,2014,0,0,0,0,1
489,2,58308.0,77,4,2,6,3,8,0,0,56,209,0,2013,1,0,0,1,0
154,3,61010.0,57,2,8,5,11,5,0,0,68,133,0,2012,1,0,0,0,1
1662,1,86610.0,66,1,5,6,6,2,0,0,69,1157,0,2013,0,0,0,0,1
961,3,34596.0,48,1,1,0,2,8,0,1,46,9,0,2013,1,0,1,0,0
1686,1,62335.0,87,2,3,3,13,2,0,0,68,465,0,2013,1,1,0,0,0
853,1,23228.0,71,2,2,0,3,8,0,0,51,27,0,2014,1,0,0,0,1
1311,1,37235.0,68,1,1,1,2,4,0,0,36,41,0,2014,1,0,0,0,1
625,3,69084.0,43,2,7,3,13,8,0,0,50,405,0,2013,1,0,1,0,0
1815,2,52513.0,84,2,9,5,9,7,0,0,42,782,0,2012,0,0,0,0,1
685,2,42315.0,90,3,1,4,4,3,0,0,62,203,0,2013,1,0,0,0,1
1898,1,33235.0,71,1,3,0,3,7,0,0,34,25,0,2014,1,0,0,0,1
569,3,64413.0,27,1,5,1,5,5,0,0,50,79,0,2013,1,0,0,0,1
565,1,38200.0,19,1,1,0,2,7,0,0,50,5,0,2012,2,0,0,0,1
1758,1,71853.0,29,1,2,8,6,1,0,0,38,791,0,2013,0,0,0,0,1
1816,1,25293.0,51,1,1,1,2,8,0,0,51,22,0,2013,1,0,1,0,0
17,1,37760.0,20,2,4,1,6,7,0,0,74,233,0,2012,0,0,0,0,1
127,2,54348.0,51,2,2,0,4,6,0,0,67,20,0,2014,2,0,1,0,0
1346,1,69109.0,10,1,6,6,7,4,0,1,38,732,1,2012,0,0,1,0,0
1279,3,57091.0,82,2,9,2,5,7,0,1,48,34,1,2012,1,0,1,0,0
2211,2,75777.0,12,1,3,6,11,1,0,1,38,726,2,2013,0,0,0,1,0
927,1,75127.0,92,1,2,11,5,1,0,0,68,630,0,2014,0,0,0,1,0
980,1,75759.0,46,1,9,7,9,5,0,1,51,1092,3,2013,0,0,1,0,0
252,3,30899.0,35,2,1,0,3,6,0,0,46,9,0,2012,1,0,0,1,0
190,3,66973.0,98,1,8,7,12,3,0,0,31,816,0,2013,0,0,0,0,1
1139,1,42162.0,31,2,3,1,3,6,0,1,39,99,1,2013,1,0,0,0,1
992,1,46086.0,34,4,3,1,8,4,0,0,64,99,0,2013,1,1,0,0,0
699,3,35682.0,34,1,1,1,3,2,0,0,50,34,0,2014,1,1,0,0,0
2035,1,37150.0,80,8,4,3,6,7,0,0,49,300,0,2012,1,0,1,0,0
606,2,26877.0,74,2,3,1,6,6,0,0,51,167,0,2013,0,0,0,1,0
